path,section,decision,reason,final indexability,replacement/redirect if relevant
saturated-vs-unsaturated-fat.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
school-food-allergy-planning.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
school-lunch-builder.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
search.html,Site,CORE,"Directly supports healthy fast-food discovery, macro tools, or site trust.",indexable,
secondary-osteoporosis-nutrition-eating-disorders-steroids.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
seed-oils-explained.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
selenium-foods-and-upper-limit.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
serving-size-vs-portion-size.html,Labels and recipes,SUPPORT,Focused practical guidance that explains or supports a core GetMacros task.,indexable,
shelf-stable-balanced-pantry.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
shift-work-meal-timing.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
simple-vs-complex-carbs.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
sleep-and-nutrition.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
sleep-loss-hunger-and-food-choices.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
smart-snacks-for-kids-and-teens.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
sodium-food-label-blood-pressure-guide.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
sodium-how-much-do-you-need.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
sodium-label-comparison-tool.html,Tools,CORE,"Directly supports healthy fast-food discovery, macro tools, or site trust.",indexable,
soluble-fiber-foods-ldl-cholesterol.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
soluble-vs-insoluble-fiber.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
sources.html,Trust,CORE,"Directly supports healthy fast-food discovery, macro tools, or site trust.",indexable,
soy-and-testosterone.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
sports-drinks-vs-water.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
starbucks-healthy-food-meals-macros.html,Healthy fast food,CORE,"Directly supports healthy fast-food discovery, macro tools, or site trust.",indexable,
subway-healthy-meals-macros.html,Healthy fast food,CORE,"Directly supports healthy fast-food discovery, macro tools, or site trust.",indexable,
sugar-addiction-is-it-real.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
sugar-vs-starch.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
supplement-label-terms-explained.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
sweat-rate-calculator.html,Tools,CORE,"Directly supports healthy fast-food discovery, macro tools, or site trust.",indexable,
sweetgreen-healthy-meals-macros.html,Healthy fast food,CORE,"Directly supports healthy fast-food discovery, macro tools, or site trust.",indexable,
taco-bell-healthy-meals-macros.html,Healthy fast food,CORE,"Directly supports healthy fast-food discovery, macro tools, or site trust.",indexable,
takeout-macro-challenge.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
tdee-vs-bmr.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
terms.html,Trust,CORE,"Directly supports healthy fast-food discovery, macro tools, or site trust.",indexable,
thermic-effect-of-food-explained.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
thiamin-vitamin-b1-foods-functions.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
thyroid-medication-routine-question-builder.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
thyroid-nutrition-guides.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
thyroid-nutrition-myth-game.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
thyroid-support-supplements-kelp-glandular-safety.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
topics.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
trans-fat-explained.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
triglycerides-food-alcohol-added-sugar.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
ultra-processed-foods-explained.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
understanding-a-lipid-panel.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
unintentional-weight-loss-older-adults.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
units-and-conversions-cheat-sheet.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
urine-color-thirst-hydration.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
vegan-macros-guide.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
vitamin-a-foods-and-safety.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
vitamin-b12-after-age-50.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
vitamin-b12-and-vegan-diets.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
vitamin-b6-foods-functions-safety.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
vitamin-c-and-immunity.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
vitamin-d-explained.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
vitamin-e-foods-and-functions.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
vitamin-k-foods-and-medications.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
water-weight-vs-fat-loss.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
weighing-cooking-oils-and-sauces.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
weight-goal-timeline-calculator.html,Tools,CORE,"Directly supports healthy fast-food discovery, macro tools, or site trust.",indexable,
wendys-healthy-meals-macros.html,Healthy fast food,CORE,"Directly supports healthy fast-food discovery, macro tools, or site trust.",indexable,
what-are-macros.html,Macros and goals,SUPPORT,Focused practical guidance that explains or supports a core GetMacros task.,indexable,
what-is-glycogen.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
when-do-you-need-electrolytes.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
whey-vs-casein-protein.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
why-nutrition-studies-contradict-each-other.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
world-cup-2026-team-nutrition.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
young-athlete-fueling-safety.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
youth-nutrition-scenario-game.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
zinc-explained.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
zone-diet-explained.html,Site,REMOVE,"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",not indexable / removed,
